Kg_Fuel;Inner Tank LH X-arm;Inner Tank LH Y-arm;Moment_X_ILH;Moment_Y_ILH;Inner Tank RH X-arm;Inner Tank RH Y-arm;Moment_X_IRH;Moment_Y_IRH
14380;30,7289688;;441882,5713;;30,7289688;;441882,5713;
14385;30,72915645;;442038,9155;;30,72915645;;442038,9155;
14390;30,7293442;;442195,263;;30,7293442;;442195,263;
14395;30,72953205;;442351,6139;;30,72953205;;442351,6139;
14400;30,72972;;442507,968;;30,72972;;442507,968;
14405;30,72990805;;442664,3255;;30,72990805;;442664,3255;
14410;30,7300962;;442820,6862;;30,7300962;;442820,6862;
14415;30,73028445;;442977,0503;;30,73028445;;442977,0503;
14420;30,7304728;;443133,4178;;30,7304728;;443133,4178;
14425;30,73066125;;443289,7885;;30,73066125;;443289,7885;
14430;30,7308498;;443446,1626;;30,7308498;;443446,1626;
14435;30,73103845;;443602,54;;30,73103845;;443602,54;
14440;30,7312272;;443758,9208;;30,7312272;;443758,9208;
14445;30,73141605;;443915,3048;;30,73141605;;443915,3048;
14450;30,731605;;444071,6923;;30,731605;;444071,6923;
14455;30,73179405;;444228,083;;30,73179405;;444228,083;
14460;30,7319832;;444384,4771;;30,7319832;;444384,4771;
14465;30,73217245;;444540,8745;;30,73217245;;444540,8745;
14470;30,7323618;;444697,2752;;30,7323618;;444697,2752;
14475;30,73255125;;444853,6793;;30,73255125;;444853,6793;
14480;30,7327408;;445010,0868;;30,7327408;;445010,0868;
14485;30,73293045;;445166,4976;;30,73293045;;445166,4976;
14490;30,7331202;;445322,9117;;30,7331202;;445322,9117;
14495;30,73331005;;445479,3292;;30,73331005;;445479,3292;
14500;30,7335;;445635,75;;30,7335;;445635,75;
14505;30,73369005;;445792,1742;;30,73369005;;445792,1742;
14510;30,7338802;;445948,6017;;30,7338802;;445948,6017;
14515;30,73407045;;446105,0326;;30,73407045;;446105,0326;
14520;30,7342608;;446261,4668;;30,7342608;;446261,4668;
14525;30,73445125;;446417,9044;;30,73445125;;446417,9044;
