Contour;Number ULD;ULD Final Destination;Weight (KGS);Pieces;Notes;Pallet Base Size;Baseplate Code;Posiciones Sugeridas;Posición Asignada;X-arm;Y-arm;Momento X;Momento Y;Bodega;Rotated
BCR;PMC44176QT;MIA;700,0;127,0;DRY;96x125;M;['BCR'];BCR;19.436;1.232;13605.2;862.4;MD;False
EF;PMH37024QT;MIA;5210,0;1,0;ENGINE-UN-(3528);96x125;M;['EF'];EF;25.836;0.0;134605.56;0.0;MD;False

Descripción;Valor;Unidad
Peso Total Carga;50060,0;kg
ZFW;160570,0;kg
TOW;188370,0;kg
MROW;188570,0;kg
LW;168370,0;kg
Lateral Imbalance;786,4660000000009;
Max Payload MLW;63690,0;kg
Max Payload MTOW;94690,0;kg
Max Payload MZFW;59490,0;kg
Underload;9430,0;kg
Pitch Trim;6,25;

Posición Asignada;Región;Order;Peso Acumulativo (kg);Máximo Permitido (kg);Cumple
52;AFT;73;4956.0;9465;Sí
MPR;AFT;57;16997.0;23746;Sí
PRL;AFT;65;12005.0;15398;Sí
MPL;AFT;57;16997.0;23746;Sí
ABR;FWD;4;3163.0;5149;Sí
PRR;AFT;65;12005.0;15398;Sí
11;FWD;1;1055.0;4015;Sí
FHR;Excluida;-;-;-;N/A
42P;AFT;66;8732.0;14763;Sí
KML;AFT;49;21581.0;31091;Sí
41P;AFT;62;13402.0;20742;Sí
TT;AFT;78;1841.0;2811;Sí
BCL;FWD;10;6111.0;10327;Sí
CEL;FWD;19;11853.0;17631;Sí
RR;AFT;72;7252.0;9524;Sí
JKL;AFT;40;26506.0;37521;Sí
HJL;Excluida;-;-;-;N/A
FHL;Excluida;-;-;-;N/A
CER;FWD;19;11853.0;17631;Sí
31P;AFT;46;23076.0;32713;Sí
22P;FWD;25;13353.0;23706;Sí
SS;AFT;76;3746.0;5341;Sí
HJR;Excluida;-;-;-;N/A
21P;FWD;16;9023.0;17196;Sí
13P;FWD;11;7611.0;11343;Sí
ABL;FWD;4;3163.0;5149;Sí
JKR;AFT;40;26506.0;37521;Sí
KMR;AFT;49;21581.0;31091;Sí
12P;FWD;6;4743.0;7105;Sí
32P;AFT;52;18362.0;27135;Sí
BCR;FWD;10;6111.0;10327;Sí
EF;FWD;28;18563.0;25717;Sí
