Kg_Fuel;Inner Tank LH X-arm;Inner Tank LH Y-arm;Moment_X_ILH;Moment_Y_ILH;Inner Tank RH X-arm;Inner Tank RH Y-arm;Moment_X_IRH;Moment_Y_IRH
6475;30,5535;3,7122;197833,9125;24036,495;30,5535;-3,7122;197833,9125;-24036,495
6500;30,5535;3,7122;198597,75;24129,3;30,5535;-3,7122;198597,75;-24129,3
6525;30,5535;3,7122;199361,5875;24222,105;30,5535;-3,7122;199361,5875;-24222,105
6550;30,5535;3,7122;200125,425;24314,91;30,5535;-3,7122;200125,425;-24314,91
6575;30,5535;3,7122;200889,2625;24407,715;30,5535;-3,7122;200889,2625;-24407,715
6600;30,5535;3,7122;201653,1;24500,52;30,5535;-3,7122;201653,1;-24500,52
6625;30,5535;3,7122;202416,9375;24593,325;30,5535;-3,7122;202416,9375;-24593,325
6650;30,5535;3,7122;203180,775;24686,13;30,5535;-3,7122;203180,775;-24686,13
6675;30,5535;3,7122;203944,6125;24778,935;30,5535;-3,7122;203944,6125;-24778,935
6700;30,5535;3,7122;204708,45;24871,74;30,5535;-3,7122;204708,45;-24871,74
6725;30,5535;3,7122;205472,2875;24964,545;30,5535;-3,7122;205472,2875;-24964,545
6750;30,5535;3,7122;206236,125;25057,35;30,5535;-3,7122;206236,125;-25057,35
6775;30,5535;3,7122;206999,9625;25150,155;30,5535;-3,7122;206999,9625;-25150,155
6800;30,5535;3,7122;207763,8;25242,96;30,5535;-3,7122;207763,8;-25242,96
6825;30,5535;3,7122;208527,6375;25335,765;30,5535;-3,7122;208527,6375;-25335,765
6850;30,5535;3,7122;209291,475;25428,57;30,5535;-3,7122;209291,475;-25428,57
6875;30,5535;3,7122;210055,3125;25521,375;30,5535;-3,7122;210055,3125;-25521,375
6900;30,5535;3,7122;210819,15;25614,18;30,5535;-3,7122;210819,15;-25614,18
6925;30,5535;3,7122;211582,9875;25706,985;30,5535;-3,7122;211582,9875;-25706,985
6950;30,5535;3,7122;212346,825;25799,79;30,5535;-3,7122;212346,825;-25799,79
6975;30,5535;3,7122;213110,6625;25892,595;30,5535;-3,7122;213110,6625;-25892,595
